event_id_no_cnty;event_date;event_type;actor1;inter1;actor2;inter2;country;location;fatalities
5143;20/07/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bagari;2
5144;20/07/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Birindi;0
5145;20/07/2018;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Jaguar;0
5138;19/07/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Mboro;0
5139;19/07/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bagari;0
5140;19/07/2018;Strategic development;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;0
5141;19/07/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rubkona;2
5136;15/07/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);4;Lolianga Communal Militia (South Sudan);4;South Sudan;Lolianga;
5137;15/07/2018;Violence against civilians;Duk Padiet Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Warawar;
5155;15/07/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Unidentified Armed Group (South Sudan);3;South Sudan;Minori;0
5156;15/07/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Unidentified Armed Group (South Sudan);3;South Sudan;Jansuk;0
5157;15/07/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Unidentified Armed Group (South Sudan);3;South Sudan;Mukaya;0
5133;14/07/2018;Battle-No change of territory;Lolianga Communal Militia (South Sudan);4;Unidentified Communal Militia (South Sudan);4;South Sudan;Tuhubak;
5134;14/07/2018;Strategic development;Unidentified Armed Group (South Sudan);3;Civilians (International);7;South Sudan;Kotobi;
5135;14/07/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kotobi;
5130;13/07/2018;Strategic development;UN: United Nations;8;;0;South Sudan;Juba;0
5131;13/07/2018;Strategic development;Unidentified Communal Militia (South Sudan);4;;0;South Sudan;Lolianga;
5132;13/07/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Duk Padiet;
5128;12/07/2018;Strategic development;Government of South Sudan (2011-);1;;0;South Sudan;Juba;0
5129;12/07/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Mangalotore;6
5126;11/07/2018;Battle-No change of territory;Police Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Gudele;0
5127;11/07/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kongor;1
5122;10/07/2018;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Rumbek;2
5123;10/07/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Military Forces of South Sudan (2011-);1;South Sudan;Rumbek;1
5124;10/07/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Lujulu;
5125;10/07/2018;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Government of South Sudan (2011-);1;South Sudan;Juba;0
5120;09/07/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lui;4
5121;09/07/2018;Battle-No change of territory;Tijor Communal Militia (South Sudan);4;Lado Communal Militia (South Sudan);4;South Sudan;Lado;0
5119;07/07/2018;Violence against civilians;Pakam Clan Dinka Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Rumbek;1
5115;06/07/2018;Battle-No change of territory;Lou Nuer Ethnic Militia (South Sudan);4;Lou Nuer Ethnic Militia (South Sudan);4;South Sudan;Akobo;25
5116;06/07/2018;Strategic development;Government of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Juba;0
5118;06/07/2018;Battle-No change of territory;Murle Ethnic Militia (South Sudan);4;Jie Ethnic Militia (South Sudan);4;South Sudan;Boma;86
5113;04/07/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Lakes Communal Militia (South Sudan);4;South Sudan;Yirol;19
5114;04/07/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (Uganda);7;South Sudan;Mangalla;
5111;03/07/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Nyot;6
5112;03/07/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Nyangni;7
5110;01/07/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kendiri;0
5107;30/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Mboro;0
5108;30/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Maban;
5104;29/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Sokare;0
5105;29/06/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Lakes Communal Militia (South Sudan);4;South Sudan;Wun Thou;13
5106;29/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Shambe;3
5103;28/06/2018;Strategic development;Unidentified Armed Group (South Sudan);3;;0;South Sudan;Gitikiti;0
5101;27/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Gitikiti;0
5102;27/06/2018;Strategic development;Government of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Juba;0
5109;27/06/2018;Violence against civilians;Tonj Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Tonj;1
5100;26/06/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;UNMISS: United Nations Mission in the Republic of South Sudan (2011-);8;South Sudan;Lasu;
5099;25/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Mboro;
5096;24/06/2018;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bagari;
5097;24/06/2018;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Hallima;
5098;24/06/2018;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bisellia;
5093;23/06/2018;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bagari;
5094;23/06/2018;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Hallima;
5095;23/06/2018;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Bisellia;
5092;21/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Torit;0
5090;20/06/2018;Strategic development;Government of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Juba;
5088;19/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Yambio;0
5089;19/06/2018;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Yambio;0
5085;18/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Birindi;0
5086;18/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bagari;0
5087;18/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bazia;0
5091;18/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Torit;0
5080;17/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Birindi;0
5081;17/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bagari;0
5082;17/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bazia;0
5083;17/06/2018;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Pajok Pogee;0
5084;17/06/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Makpandu;0
5075;16/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Birindi;0
5076;16/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bagari;0
5077;16/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bazia;0
5078;16/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;1
5079;16/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Mangalla;0
5072;15/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Birindi;0
5073;15/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bagari;0
5074;15/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (South Sudan);3;South Sudan;Bazia;0
5069;15/06/2018;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;NAS: National Salvation Front;2;South Sudan;Kajo-Keji;0
5065;14/06/2018;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Wau;
5066;14/06/2018;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Bazia;
5067;14/06/2018;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Wau;
5068;14/06/2018;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Nyin Akok;
5064;13/06/2018;Battle-Government regains territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Wau;
5062;12/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kapoeta;0
5063;12/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Shambe;
5060;11/06/2018;Battle-No change of territory;Tonj Communal Militia (South Sudan);4;Military Forces of South Sudan (2011-);1;South Sudan;Mayen Jur;4
5061;11/06/2018;Strategic development;Government of South Sudan (2011-);1;Police Forces of South Sudan (2011-);1;South Sudan;Juba;0
5117;10/06/2018;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Yambio;0
5059;09/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Limbe;4
5057;07/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Kodok;4
5058;07/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Torit;0
5056;05/06/2018;Strategic development;SS-UF: South Sudan-United Front;2;Civilians (South Sudan);7;South Sudan;Wau;0
5053;04/06/2018;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;UNMISS: United Nations Mission in the Republic of South Sudan (2011-);8;South Sudan;Leer;0
5054;04/06/2018;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Bul;1
5055;04/06/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Lobira;2
5051;03/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Luri;1
5052;03/06/2018;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;1
5046;01/06/2018;Riots/Protests;Protesters (South Sudan);;;;;;
5050;01/06/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Lakes Communal Militia (South Sudan);4;South Sudan;Rumbek;1
5045;31/05/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Military Forces of South Sudan (2011-);1;South Sudan;Mayom;
5049;31/05/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Pochalla;0
5043;30/05/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);;;;;;
5044;30/05/2018;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Tonj;0
5047;30/05/2018;Strategic development;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Torit;0
5048;30/05/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yei;0
5042;29/05/2018;Riots/Protests;Military Forces of South Sudan (2011-);1;Rioters (South Sudan);5;South Sudan;Ngabagok;3
5040;28/05/2018;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Lakes Communal Militia (South Sudan);4;South Sudan;Akot;1
5041;28/05/2018;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rimenze;1
5038;26/05/2018;Battle-No change of territory;Boma Communal Militia (South Sudan);4;Jonglei Communal Militia (South Sudan);4;South Sudan;Duk Fadiat;1
5039;26/05/2018;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;SS-UF: South Sudan-United Front;2;South Sudan;Aweil;0
